date,instrument,instrument_type,value,value_stressed
2019-02-27,IN0020100015CGS,D,4.719393091610,4.719393091610
2019-02-26,IN0020100015CGS,D,4.774258185207,4.774258185207
2019-02-25,IN0020100015CGS,D,4.549045709926,4.549045709926
2019-02-22,IN0020100015CGS,D,4.418301933389,4.418301933389
2019-02-21,IN0020100015CGS,D,4.381180903212,4.381180903212
2019-02-20,IN0020100015CGS,D,4.417626413917,4.417626413917
2019-02-19,IN0020100015CGS,D,4.770746526779,4.770746526779
2019-02-18,IN0020100015CGS,D,4.748620374594,4.748620374594
2019-02-15,IN0020100015CGS,D,4.463866686394,4.463866686394
2019-02-14,IN0020100015CGS,D,4.330620405652,4.330620405652
2019-02-12,IN0020100015CGS,D,4.790698491385,4.790698491385
2019-02-11,IN0020100015CGS,D,4.554743636975,4.554743636975
2019-02-08,IN0020100015CGS,D,4.850631502648,4.850631502648
2019-02-07,IN0020100015CGS,D,4.715126797992,4.715126797992
2019-02-06,IN0020100015CGS,D,4.504592762152,4.504592762152
2019-02-05,IN0020100015CGS,D,4.869444579320,4.869444579320
2019-02-04,IN0020100015CGS,D,4.766821602936,4.766821602936
2019-02-01,IN0020100015CGS,D,4.811231613430,4.811231613430
2019-01-31,IN0020100015CGS,D,4.847109681992,4.847109681992
2019-01-30,IN0020100015CGS,D,4.382541504692,4.382541504692
2019-01-29,IN0020100015CGS,D,4.330936276718,4.330936276718
2019-01-28,IN0020100015CGS,D,4.833342308750,4.833342308750
2019-01-25,IN0020100015CGS,D,4.758996346358,4.758996346358
2019-01-24,IN0020100015CGS,D,4.577386572397,4.577386572397
2019-01-23,IN0020100015CGS,D,4.640825536036,4.640825536036
2019-01-22,IN0020100015CGS,D,4.614293212128,4.614293212128
2019-01-21,IN0020100015CGS,D,4.451881641608,4.451881641608
2019-01-18,IN0020100015CGS,D,4.658795571784,4.658795571784
2019-01-17,IN0020100015CGS,D,4.627318248979,4.627318248979
2019-01-16,IN0020100015CGS,D,4.535541326225,4.535541326225
2019-01-15,IN0020100015CGS,D,4.565825226658,4.565825226658
2019-01-14,IN0020100015CGS,D,4.550541706542,4.550541706542
2019-01-11,IN0020100015CGS,D,4.483147025412,4.483147025412
2019-01-10,IN0020100015CGS,D,4.875674915329,4.875674915329
2019-01-09,IN0020100015CGS,D,4.730259831543,4.730259831543
2019-01-08,IN0020100015CGS,D,4.476021530398,4.476021530398
2019-01-07,IN0020100015CGS,D,4.814288388909,4.814288388909
2019-01-04,IN0020100015CGS,D,4.760496355006,4.760496355006
2019-01-03,IN0020100015CGS,D,4.383198379558,4.383198379558
2019-01-02,IN0020100015CGS,D,4.576444194740,4.576444194740
2019-01-01,IN0020100015CGS,D,4.745374499545,4.745374499545
2018-12-31,IN0020100015CGS,D,4.878096690870,4.878096690870
2018-12-28,IN0020100015CGS,D,4.843775624518,4.843775624518
2018-12-27,IN0020100015CGS,D,4.442409052868,4.442409052868
2018-12-26,IN0020100015CGS,D,4.652535267984,4.652535267984
2018-12-24,IN0020100015CGS,D,4.560224344387,4.560224344387
2018-12-21,IN0020100015CGS,D,4.892036579203,4.892036579203
2018-12-20,IN0020100015CGS,D,4.858794161531,4.858794161531
2018-12-19,IN0020100015CGS,D,4.607403787640,4.607403787640
2019-12-31,IN1520190101NCD,D,7.020665529353,7.020665529353
2019-12-30,IN1520190101NCD,D,7.393821998244,7.393821998244
2019-12-27,IN1520190101NCD,D,6.762943588172,6.762943588172
2019-12-26,IN1520190101NCD,D,7.112633818390,7.112633818390
2019-12-24,IN1520190101NCD,D,6.728879178846,6.728879178846
2019-12-23,IN1520190101NCD,D,7.048487064029,7.048487064029
2019-12-20,IN1520190101NCD,D,6.873824498433,6.873824498433
2019-12-19,IN1520190101NCD,D,6.964232579810,6.964232579810
2019-12-18,IN1520190101NCD,D,7.004572735317,7.004572735317
2019-12-17,IN1520190101NCD,D,6.664213546799,6.664213546799
2019-12-16,IN1520190101NCD,D,6.660129446376,6.660129446376
2019-12-13,IN1520190101NCD,D,7.413585034555,7.413585034555
2019-12-12,IN1520190101NCD,D,7.067841362759,7.067841362759
2019-12-11,IN1520190101NCD,D,7.292112713925,7.292112713925
2019-12-10,IN1520190101NCD,D,6.759370430808,6.759370430808
2019-12-09,IN1520190101NCD,D,7.175609415872,7.175609415872
2019-12-06,IN1520190101NCD,D,6.692704981286,6.692704981286
2019-12-05,IN1520190101NCD,D,6.804955110282,6.804955110282
2019-12-04,IN1520190101NCD,D,6.619616202758,6.619616202758
2019-12-03,IN1520190101NCD,D,6.727857014138,6.727857014138
2019-12-02,IN1520190101NCD,D,7.146849167979,7.146849167979
2019-11-29,IN1520190101NCD,D,6.819862153182,6.819862153182
2019-11-28,IN1520190101NCD,D,7.443983350609,7.443983350609
2019-11-27,IN1520190101NCD,D,6.766913614625,6.766913614625
2019-11-26,IN1520190101NCD,D,7.347953102448,7.347953102448
2019-11-25,IN1520190101NCD,D,7.146936382919,7.146936382919
2019-11-22,IN1520190101NCD,D,6.916294819376,6.916294819376
2019-11-21,IN1520190101NCD,D,6.732721665627,6.732721665627
2019-11-20,IN1520190101NCD,D,6.995679990378,6.995679990378
2019-11-19,IN1520190101NCD,D,7.161089659334,7.161089659334
2019-11-18,IN1520190101NCD,D,7.185687850817,7.185687850817
2019-11-15,IN1520190101NCD,D,6.625533716318,6.625533716318
2019-11-14,IN1520190101NCD,D,6.647602139913,6.647602139913
2019-11-13,IN1520190101NCD,D,7.026155837047,7.026155837047
2019-11-11,IN1520190101NCD,D,6.854228478389,6.854228478389
2019-11-08,IN1520190101NCD,D,6.805660237246,6.805660237246
2019-11-07,IN1520190101NCD,D,7.376384588551,7.376384588551
2019-11-06,IN1520190101NCD,D,6.703053329369,6.703053329369
2019-11-05,IN1520190101NCD,D,7.486389724047,7.486389724047
2019-11-04,IN1520190101NCD,D,7.294528074324,7.294528074324
2019-11-01,IN1520190101NCD,D,7.052765702420,7.052765702420
2019-10-31,IN1520190101NCD,D,7.436715179685,7.436715179685
2019-10-30,IN1520190101NCD,D,6.664496575426,6.664496575426
2019-10-29,IN1520190101NCD,D,7.476921517626,7.476921517626
2019-10-28,IN1520190101NCD,D,6.734450463109,6.734450463109
2019-10-25,IN1520190101NCD,D,6.839713693235,6.839713693235
2019-10-24,IN1520190101NCD,D,7.443114601945,7.443114601945
2019-10-23,IN1520190101NCD,D,6.626521462541,6.626521462541
2019-10-22,IN1520190101NCD,D,6.636114317642,6.636114317642
2019-10-18,IN1520190101NCD,D,6.816750294472,6.816750294472
2019-10-17,IN1520190101NCD,D,6.967977497377,6.967977497377
2019-10-16,IN1520190101NCD,D,7.073073673990,7.073073673990
2019-10-15,IN1520190101NCD,D,7.335326578613,7.335326578613
2019-10-14,IN1520190101NCD,D,7.032373024977,7.032373024977
2019-10-11,IN1520190101NCD,D,7.193466500917,7.193466500917
2019-10-10,IN1520190101NCD,D,6.799877407817,6.799877407817
2019-10-09,IN1520190101NCD,D,7.169316347724,7.169316347724
2019-10-07,IN1520190101NCD,D,7.365548767144,7.365548767144
2019-10-04,IN1520190101NCD,D,7.012757887467,7.012757887467
2019-10-03,IN1520190101NCD,D,6.961285675582,6.961285675582
2019-10-01,IN1520190101NCD,D,7.180424479671,7.180424479671
2019-09-30,IN1520190101NCD,D,6.753753819987,6.753753819987
2019-09-27,IN1520190101NCD,D,7.475828258595,7.475828258595
2019-09-26,IN1520190101NCD,D,7.382096144284,7.382096144284
2019-09-25,IN1520190101NCD,D,7.172979851462,7.172979851462
2019-09-24,IN1520190101NCD,D,6.849707069014,6.849707069014
2019-09-23,IN1520190101NCD,D,7.195241479395,7.195241479395
2019-09-20,IN1520190101NCD,D,6.981544593052,6.981544593052
2019-09-19,IN1520190101NCD,D,6.818980331014,6.818980331014
2019-09-18,IN1520190101NCD,D,7.457119264835,7.457119264835
2019-09-17,IN1520190101NCD,D,6.956252614527,6.956252614527
2019-09-16,IN1520190101NCD,D,7.238741558678,7.238741558678
2019-09-13,IN1520190101NCD,D,6.882411655827,6.882411655827
2019-09-12,IN1520190101NCD,D,7.429292187112,7.429292187112
2019-09-11,IN1520190101NCD,D,6.925256888024,6.925256888024
2019-09-09,IN1520190101NCD,D,7.115365536127,7.115365536127
2019-09-06,IN1520190101NCD,D,6.965133306989,6.965133306989
2019-09-05,IN1520190101NCD,D,7.045010052975,7.045010052975
2019-09-04,IN1520190101NCD,D,7.241721629134,7.241721629134
2019-09-03,IN1520190101NCD,D,6.613408224954,6.613408224954
2019-08-30,IN1520190101NCD,D,7.238217579039,7.238217579039
2019-08-29,IN1520190101NCD,D,6.942894402442,6.942894402442
2019-08-28,IN1520190101NCD,D,6.621398836478,6.621398836478
2019-08-27,IN1520190101NCD,D,7.447097716655,7.447097716655
2019-08-26,IN1520190101NCD,D,7.197151781062,7.197151781062
2019-08-23,IN1520190101NCD,D,7.494573850141,7.494573850141
2019-08-22,IN1520190101NCD,D,6.863869987979,6.863869987979
2019-08-21,IN1520190101NCD,D,6.715185043236,6.715185043236
2019-08-20,IN1520190101NCD,D,6.702985830136,6.702985830136
2019-08-19,IN1520190101NCD,D,7.146517040929,7.146517040929
2019-08-16,IN1520190101NCD,D,6.940208054740,6.940208054740
2019-08-14,IN1520190101NCD,D,6.977107222534,6.977107222534
2019-08-13,IN1520190101NCD,D,7.332278958458,7.332278958458
2019-08-09,IN1520190101NCD,D,7.261432030963,7.261432030963
2019-08-08,IN1520190101NCD,D,6.889455691261,6.889455691261
2019-08-07,IN1520190101NCD,D,6.954305257658,6.954305257658
2019-08-06,IN1520190101NCD,D,7.081935434779,7.081935434779
2019-08-05,IN1520190101NCD,D,6.842201602617,6.842201602617
2019-08-02,IN1520190101NCD,D,7.206125124513,7.206125124513
2019-08-01,IN1520190101NCD,D,7.206010576052,7.206010576052
2019-07-31,IN1520190101NCD,D,7.380222892188,7.380222892188
2019-07-30,IN1520190101NCD,D,6.662196859417,6.662196859417
2019-07-29,IN1520190101NCD,D,7.374575805398,7.374575805398
2019-07-26,IN1520190101NCD,D,6.610092621971,6.610092621971
2019-07-25,IN1520190101NCD,D,7.193988014607,7.193988014607
2019-07-24,IN1520190101NCD,D,6.965481686309,6.965481686309
2019-07-23,IN1520190101NCD,D,6.734286980942,6.734286980942
2019-07-22,IN1520190101NCD,D,7.243349664962,7.243349664962
2019-07-19,IN1520190101NCD,D,7.126347022068,7.126347022068
2019-07-18,IN1520190101NCD,D,7.213227109607,7.213227109607
2019-07-17,IN1520190101NCD,D,6.830224498709,6.830224498709
2019-07-16,IN1520190101NCD,D,7.054292342431,7.054292342431
2019-07-15,IN1520190101NCD,D,7.280922308943,7.280922308943
2019-07-12,IN1520190101NCD,D,6.892128226452,6.892128226452
2019-07-11,IN1520190101NCD,D,6.694636812129,6.694636812129
2019-07-10,IN1520190101NCD,D,7.062769662396,7.062769662396
2019-07-09,IN1520190101NCD,D,7.032995878773,7.032995878773
2019-07-08,IN1520190101NCD,D,6.630943081926,6.630943081926
2019-07-05,IN1520190101NCD,D,6.875974096102,6.875974096102
2019-07-04,IN1520190101NCD,D,6.644715913008,6.644715913008
2019-07-03,IN1520190101NCD,D,7.0185823631,7.0185823631
2019-07-02,IN1520190101NCD,D,7.409858803651,7.409858803651
2019-07-01,IN1520190101NCD,D,7.467605366181,7.467605366181
2019-06-28,IN1520190101NCD,D,7.054173463291,7.054173463291
2019-06-27,IN1520190101NCD,D,7.180943064173,7.180943064173
2019-06-26,IN1520190101NCD,D,6.967568988393,6.967568988393
2019-06-25,IN1520190101NCD,D,6.853185038591,6.853185038591
2019-06-24,IN1520190101NCD,D,7.446764170064,7.446764170064
2019-06-21,IN1520190101NCD,D,7.334319773269,7.334319773269
2019-06-20,IN1520190101NCD,D,6.811324067922,6.811324067922
2019-06-19,IN1520190101NCD,D,6.753794079109,6.753794079109
2019-06-18,IN1520190101NCD,D,6.879898239035,6.879898239035
2019-06-17,IN1520190101NCD,D,7.425211724375,7.425211724375
2019-06-14,IN1520190101NCD,D,7.411243536623,7.411243536623
2019-06-13,IN1520190101NCD,D,7.223610178725,7.223610178725
2019-06-12,IN1520190101NCD,D,7.406666788803,7.406666788803
2019-06-11,IN1520190101NCD,D,7.339038062564,7.339038062564
2019-06-10,IN1520190101NCD,D,7.084165760081,7.084165760081
2019-06-07,IN1520190101NCD,D,7.1103844594,7.1103844594
2019-06-06,IN1520190101NCD,D,7.474198735368,7.474198735368
2019-06-04,IN1520190101NCD,D,6.610453698413,6.610453698413
2019-06-03,IN1520190101NCD,D,6.673460620434,6.673460620434
2019-05-31,IN1520190101NCD,D,7.253872734919,7.253872734919
2019-05-30,IN1520190101NCD,D,7.283928589662,7.283928589662
2019-05-29,IN1520190101NCD,D,6.652181616027,6.652181616027
2019-05-28,IN1520190101NCD,D,7.466171114024,7.466171114024
2019-05-27,IN1520190101NCD,D,6.728094391007,6.728094391007
2019-05-24,IN1520190101NCD,D,6.986495446407,6.986495446407
2019-05-23,IN1520190101NCD,D,7.359818103041,7.359818103041
2019-05-22,IN1520190101NCD,D,7.464477810703,7.464477810703
2019-05-21,IN1520190101NCD,D,6.948054728583,6.948054728583
2019-05-20,IN1520190101NCD,D,6.892442749552,6.892442749552
2019-05-17,IN1520190101NCD,D,7.182292281280,7.182292281280
2019-05-16,IN1520190101NCD,D,6.782457431140,6.782457431140
2019-05-15,IN1520190101NCD,D,6.758812674675,6.758812674675
2019-05-14,IN1520190101NCD,D,6.766449362057,6.766449362057
2019-05-13,IN1520190101NCD,D,6.679250779369,6.679250779369
2019-05-10,IN1520190101NCD,D,6.639884906491,6.639884906491
2019-05-09,IN1520190101NCD,D,7.039214046325,7.039214046325
2019-05-08,IN1520190101NCD,D,7.212073445434,7.212073445434
2019-05-07,IN1520190101NCD,D,6.778063608742,6.778063608742
2019-05-06,IN1520190101NCD,D,7.275256380504,7.275256380504
2019-05-03,IN1520190101NCD,D,7.235090070470,7.235090070470
2019-05-02,IN1520190101NCD,D,7.393498847154,7.393498847154
2019-04-30,IN1520190101NCD,D,7.441293865422,7.441293865422
2019-04-26,IN1520190101NCD,D,6.963411314898,6.963411314898
2019-04-25,IN1520190101NCD,D,6.851047368516,6.851047368516
2019-04-24,IN1520190101NCD,D,6.769584825443,6.769584825443
2019-04-23,IN1520190101NCD,D,7.231163660996,7.231163660996
2019-04-22,IN1520190101NCD,D,7.214769450889,7.214769450889
2019-04-18,IN1520190101NCD,D,6.718803038059,6.718803038059
2019-04-16,IN1520190101NCD,D,7.140656118373,7.140656118373
